Sets to variables test for over-representation
76 variables tested, 41 have p < 0.05 
Selected set size: 10 
    Universe size: 98 
                 vars         pval         adjp      odds       exp obs size
1         disp_income 6.595784e-09 1.432227e-07       Inf 1.9387755  10   19
2        earn_OC3_P-S 6.595784e-09 1.432227e-07       Inf 1.9387755  10   19
3        expend_ED5-8 6.595784e-09 1.432227e-07       Inf 1.9387755  10   19
4        earn_OC1_G-N 1.319157e-08 1.432227e-07       Inf 2.0408163  10   20
5        earn_OC3_G-N 1.319157e-08 1.432227e-07       Inf 2.0408163  10   20
6        earn_OC4_G-N 1.319157e-08 1.432227e-07       Inf 2.0408163  10   20
7        earn_OC1_P-S 1.319157e-08 1.432227e-07       Inf 2.0408163  10   20
8        earn_OC2_P-S 2.518390e-08 2.392471e-07       Inf 2.1428571  10   21
9        earn_OC7_B-F 4.617049e-08 3.267450e-07       Inf 2.2448980  10   22
10       earn_OC7_G-N 4.617049e-08 3.267450e-07       Inf 2.2448980  10   22
11       earn_OC1_B-F 8.168624e-08 3.267450e-07       Inf 2.3469388  10   23
12       earn_OC3_B-F 8.168624e-08 3.267450e-07       Inf 2.3469388  10   23
13       earn_OC4_B-F 8.168624e-08 3.267450e-07       Inf 2.3469388  10   23
14       earn_OC8_B-F 8.168624e-08 3.267450e-07       Inf 2.3469388  10   23
15       earn_OC9_B-F 8.168624e-08 3.267450e-07       Inf 2.3469388  10   23
16       earn_OC4_P-S 8.168624e-08 3.267450e-07       Inf 2.3469388  10   23
17       earn_OC5_P-S 8.168624e-08 3.267450e-07       Inf 2.3469388  10   23
18       earn_OC7_P-S 8.168624e-08 3.267450e-07       Inf 2.3469388  10   23
19       earn_OC9_P-S 8.168624e-08 3.267450e-07       Inf 2.3469388  10   23
20       earn_OC8_G-N 1.400336e-07 5.321275e-07       Inf 2.4489796  10   24
21       earn_OC8_P-S 5.276627e-07 1.909636e-06 70.200000 1.9387755   9   19
22           training 9.485936e-07 3.147654e-06 63.000000 2.0408163   9   20
23       earn_OC6_B-F 9.525795e-07 3.147654e-06 66.111111 1.0204082   7   10
24       earn_OC6_P-S 5.765756e-06 1.825823e-05 35.111111 1.7346939   8   17
25       earn_OC6_G-N 1.015369e-05 3.086721e-05 31.200000 1.8367347   8   18
26             emp_PT 2.795833e-05 7.869751e-05 25.333333 2.0408163   8   20
27                GDP 2.795833e-05 7.869751e-05 25.333333 2.0408163   8   20
28           rooms_pp 2.605152e-04 7.071128e-04 17.357143 1.3265306   6   13
29 emp_Y25-64_NaceR-U 4.490332e-04 1.003721e-03 13.461538 2.0408163   7   20
30       earn_OC2_B-F 4.490332e-04 1.003721e-03 13.461538 2.0408163   7   20
31       earn_OC5_B-F 4.490332e-04 1.003721e-03 13.461538 2.0408163   7   20
32       earn_OC2_G-N 4.490332e-04 1.003721e-03 13.461538 2.0408163   7   20
33       earn_OC5_G-N 4.490332e-04 1.003721e-03 13.461538 2.0408163   7   20
34       earn_OC9_G-N 4.490332e-04 1.003721e-03 13.461538 2.0408163   7   20
35   emp_Y25-64_NaceJ 3.212337e-03 6.781600e-03  8.653846 1.9387755   6   19
36   emp_Y25-64_NaceK 3.212337e-03 6.781600e-03  8.653846 1.9387755   6   19
37 emp_Y25-64_NaceM_N 4.396610e-03 9.030874e-03  7.928571 2.0408163   6   20
38 emp_Y15-24_NaceG-I 2.192385e-02 4.384770e-02  5.285714 1.9387755   5   19
39   emp_Y25-64_ED5-8 2.776626e-02 5.275590e-02  4.866667 2.0408163   5   20
40 emp_Y25-64_NaceO-Q 2.776626e-02 5.275590e-02  4.866667 2.0408163   5   20
41           low_work 3.316625e-02 6.147890e-02  7.114286 0.8163265   3    8
