"","mean","n","stdev"
"pop_Total",254376.5,2,9809.69237540097
"pop_Y0-14",16.419702155208,2,1.05739611106909
"pop_Y15-24",13.3414929583531,2,0.970934324597018
"pop_Y25-64",56.2729483215695,2,0.720585548053604
"pop_Y65-74",7.47905854012927,2,0.683663694738516
"pop_YGE75",6.48679802474016,2,0.624081192873986
"ARPR",NA,0,NA
"low_work",NA,0,NA
"rooms_pp",NA,0,NA
"mat_depriv",NA,0,NA
"ARPR_socexcl",NA,0,NA
"emp_Y15-24_ED0-2",NA,0,NA
"emp_Y25-64_ED0-2",62.6152633709841,2,4.59114120447726
"emp_Y15-24_ED3-4",NA,0,NA
"emp_Y25-64_ED3-4",18.4565371300151,2,2.35014867551203
"emp_Y15-24_ED5-8",NA,0,NA
"emp_Y25-64_ED5-8",18.9281994990008,2,2.24099252896522
"emp_TF",45.8269413763352,2,0.690646138388567
"emp_TP",8.55104867094438,2,1.82146072412874
"emp_Y15-24",17.7514936104134,2,5.85991110331981
"emp_Y25-64",67.1808169536683,2,1.63657601282319
"emp_YGE65",14.6488139600627,1,NA
"emp_Y15-24_NaceA",NA,0,NA
"emp_Y25-64_NaceA",10.5013347709455,2,0.206906777079963
"emp_Y15-24_NaceB-E",NA,0,NA
"emp_Y25-64_NaceB-E",7.66751754254921,2,2.19644212413335
"emp_Y15-24_NaceF",NA,0,NA
"emp_Y25-64_NaceF",6.36143388824297,2,0.628298492886546
"emp_Y15-24_NaceG-I",NA,0,NA
"emp_Y25-64_NaceG-I",25.3603773298952,2,2.48892854485941
"emp_Y15-24_NaceJ",NA,0,NA
"emp_Y25-64_NaceJ",NA,0,NA
"emp_Y15-24_NaceK",NA,0,NA
"emp_Y25-64_NaceK",NA,0,NA
"emp_Y15-24_NaceL",NA,0,NA
"emp_Y25-64_NaceL",NA,0,NA
"emp_Y15-24_NaceM_N",NA,0,NA
"emp_Y25-64_NaceM_N",6.70611439842209,1,NA
"emp_Y15-24_NaceO-Q",NA,0,NA
"emp_Y25-64_NaceO-Q",33.2967435053055,2,0.0517458310418194
"emp_Y15-24_NaceR-U",NA,0,NA
"emp_Y25-64_NaceR-U",8.25365844153314,2,1.21227622220325
"unemp_Y15-24",14.7336683899172,2,1.16440637178016
"unemp_YGE25",9.09897452248627,2,0.245986766965014
"GDP",19800,2,565.685424949238
"GVAgr",0.45,2,0.353553390593274
"disp_income",12500,2,141.42135623731
"training",7.75,2,1.90918830920368
