"","mean","n","stdev"
"pop_Total",1718033,1,NA
"pop_Y0-14",16.4887985271529,1,NA
"pop_Y15-24",12.6331682802368,1,NA
"pop_Y25-64",51.963088019846,1,NA
"pop_Y65-74",10.8470559063767,1,NA
"pop_YGE75",8.06788926638778,1,NA
"ARPR",11.8,1,NA
"low_work",13.1,1,NA
"rooms_pp",2,1,NA
"mat_depriv",1.8,1,NA
"ARPR_socexcl",15.8,1,NA
"emp_Y15-24_ED0-2",43.1578947368421,1,NA
"emp_Y25-64_ED0-2",19.1711389385808,1,NA
"emp_Y15-24_ED3-4",47.8070175438597,1,NA
"emp_Y25-64_ED3-4",47.0035778175313,1,NA
"emp_Y15-24_ED5-8",8.33333333333333,1,NA
"emp_Y25-64_ED5-8",33.0202742993441,1,NA
"emp_TF",28.4536944668828,1,NA
"emp_TP",33.2757007146599,1,NA
"emp_Y15-24",52.5243961998139,1,NA
"emp_Y25-64",75.139205796069,1,NA
"emp_YGE65",4.7081993445448,1,NA
"emp_Y15-24_NaceA",1.57894736842105,1,NA
"emp_Y25-64_NaceA",2.6386404293381,1,NA
"emp_Y15-24_NaceB-E",6.66666666666667,1,NA
"emp_Y25-64_NaceB-E",13.0739415623137,1,NA
"emp_Y15-24_NaceF",2.71929824561404,1,NA
"emp_Y25-64_NaceF",6.0077519379845,1,NA
"emp_Y15-24_NaceG-I",44.4736842105263,1,NA
"emp_Y25-64_NaceG-I",17.0244484197973,1,NA
"emp_Y15-24_NaceJ",NA,0,NA
"emp_Y25-64_NaceJ",2.22122838401908,1,NA
"emp_Y15-24_NaceK",NA,0,NA
"emp_Y25-64_NaceK",3.02623732856291,1,NA
"emp_Y15-24_NaceL",NA,0,NA
"emp_Y25-64_NaceL",0.79010137149672,1,NA
"emp_Y15-24_NaceM_N",9.73684210526316,1,NA
"emp_Y25-64_NaceM_N",10.1222420989863,1,NA
"emp_Y15-24_NaceO-Q",15.6140350877193,1,NA
"emp_Y25-64_NaceO-Q",34.3619558735838,1,NA
"emp_Y15-24_NaceR-U",3.94736842105263,1,NA
"emp_Y25-64_NaceR-U",4.01013714967203,1,NA
"unemp_Y15-24",8.89228812856498,1,NA
"unemp_YGE25",4.63349516587449,1,NA
"GDP",32100,1,NA
"GVAgr",-4.5,1,NA
"disp_income",14300,1,NA
"training",17.7,1,NA
