"","mean","n","stdev"
"pop_Total",28666,1,NA
"pop_Y0-14",16.2492150980255,1,NA
"pop_Y15-24",11.3165422451685,1,NA
"pop_Y25-64",52.5326170376055,1,NA
"pop_Y65-74",11.4072420288844,1,NA
"pop_YGE75",8.49438359031605,1,NA
"ARPR",16.3,1,NA
"low_work",11.7,1,NA
"rooms_pp",2.1,1,NA
"mat_depriv",1,1,NA
"ARPR_socexcl",20.2,1,NA
"emp_Y15-24_ED0-2",NA,0,NA
"emp_Y25-64_ED0-2",17.2932330827068,1,NA
"emp_Y15-24_ED3-4",NA,0,NA
"emp_Y25-64_ED3-4",48.8721804511278,1,NA
"emp_Y15-24_ED5-8",NA,0,NA
"emp_Y25-64_ED5-8",33.8345864661654,1,NA
"emp_TF",59.3334260418115,1,NA
"emp_TP",13.9062717285496,1,NA
"emp_Y15-24",NA,0,NA
"emp_Y25-64",88.3192775084667,1,NA
"emp_YGE65",NA,0,NA
"emp_Y15-24_NaceA",NA,0,NA
"emp_Y25-64_NaceA",NA,0,NA
"emp_Y15-24_NaceB-E",NA,0,NA
"emp_Y25-64_NaceB-E",NA,0,NA
"emp_Y15-24_NaceF",NA,0,NA
"emp_Y25-64_NaceF",NA,0,NA
"emp_Y15-24_NaceG-I",NA,0,NA
"emp_Y25-64_NaceG-I",27.0676691729323,1,NA
"emp_Y15-24_NaceJ",NA,0,NA
"emp_Y25-64_NaceJ",NA,0,NA
"emp_Y15-24_NaceK",NA,0,NA
"emp_Y25-64_NaceK",NA,0,NA
"emp_Y15-24_NaceL",NA,0,NA
"emp_Y25-64_NaceL",NA,0,NA
"emp_Y15-24_NaceM_N",NA,0,NA
"emp_Y25-64_NaceM_N",NA,0,NA
"emp_Y15-24_NaceO-Q",NA,0,NA
"emp_Y25-64_NaceO-Q",30.0751879699248,1,NA
"emp_Y15-24_NaceR-U",NA,0,NA
"emp_Y25-64_NaceR-U",NA,0,NA
"unemp_Y15-24",NA,0,NA
"unemp_YGE25",NA,0,NA
"GDP",37900,1,NA
"GVAgr",NA,0,NA
"disp_income",18600,1,NA
"training",28.3,1,NA
