"","Min.","1st Qu.","Median","Mean","3rd Qu.","Max."
"pop_Total",0.004933,0.03172,0.1204,0.2524,0.3854,1
"pop_Y0-14",0.1316,0.1454,0.1511,0.1547,0.1642,0.1859
"pop_Y65-74",0.07466,0.09265,0.09944,0.09787,0.1037,0.1125
"ARPR",0.097,0.1443,0.1615,0.1661,0.194,0.222
"low_work",0.061,0.07875,0.0975,0.1047,0.1218,0.171
"rooms_pp",0.1538,0.2692,0.5769,0.549,0.7692,1
"mat_depriv",0.007,0.05225,0.0725,0.09327,0.1135,0.24
"emp_Y15-24_ED5-8",0.008745,0.02251,0.03659,0.04634,0.06797,0.1096
"emp_Y25-64_ED5-8",0.1314,0.1838,0.2453,0.2484,0.3145,0.3623
"emp_FT",0.3948,0.4501,0.4704,0.4769,0.5029,0.5733
"emp_PT",0.02886,0.04211,0.07836,0.08748,0.1066,0.1781
"emp_Y25-64",0.5652,0.6685,0.7061,0.7049,0.7478,0.8238
"emp_YGE65",0.01555,0.02626,0.04805,0.05124,0.06449,0.1164
"emp_Y25-64_NaceA",0.008021,0.01513,0.02599,0.03031,0.03788,0.07544
"emp_Y15-24_NaceB-E",0.01015,0.03232,0.04691,0.04989,0.06518,0.107
"emp_Y25-64_NaceB-E",0.04471,0.09704,0.1212,0.1241,0.1606,0.2257
"emp_Y15-24_NaceF",0.005392,0.01215,0.0183,0.02154,0.02846,0.06116
"emp_Y25-64_NaceG-I",0.1074,0.1505,0.1635,0.1636,0.1773,0.2004
"emp_Y25-64_NaceJ",0.01251,0.01735,0.02146,0.02233,0.02436,0.03672
"emp_Y25-64_NaceK",0.01115,0.01625,0.01797,0.02409,0.02544,0.0947
"emp_Y25-64_NaceL",0.0006612,0.003464,0.00454,0.006052,0.007076,0.01677
"emp_Y15-24_NaceM_N",0.006141,0.01262,0.01901,0.02287,0.03358,0.04863
"emp_Y15-24_NaceO-Q",0.01044,0.02328,0.04164,0.047,0.06273,0.1059
"emp_Y25-64_NaceO-Q",0.1332,0.1566,0.1697,0.1822,0.2156,0.2834
"emp_Y15-24_NaceR-U",0.007908,0.01258,0.01712,0.01931,0.02255,0.04347
"emp_Y25-64_NaceR-U",0.01913,0.02736,0.03462,0.03767,0.04094,0.08166
"unemp_Y15-24",0.03785,0.06007,0.08263,0.09243,0.1182,0.1902
"unemp_YGE25",0.02799,0.03868,0.04863,0.06381,0.07882,0.1593
"GDP",0.05651,0.0912,0.1087,0.1351,0.1574,0.4635
"training",0.028,0.05975,0.0885,0.1049,0.1375,0.292
