"","Estimate","Uncond. variance","Nb models","Importance","+/- (alpha=0.05)"
"emp_Y15_24_NaceB_E",0.000269347545348908,9.95236860947176e-07,1,0.00076264940059833,0.0025544220181755
"emp_YGE65",0.00152429619229816,1.7392309152625e-05,1,0.000943822290005899,0.0106784457557573
"pop_Total",2.44258775045237e-10,8.5220831889707e-19,2,0.00097887201414979,2.36375416593651e-09
"emp_Y15_24_ED0_2",0.000378375268186996,1.82848094275541e-06,3,0.00131043642236293,0.00346237929296876
"emp_Y25_64_NaceB_E",0.00360699058762463,6.96291794952469e-05,3,0.00165579628479785,0.0213660903909653
"unemp_Y15_24",0.0051676311199764,0.000158696551171974,3,0.00165867709509044,0.0322561973069469
"ARPR",0.00232645993458663,3.10886321346687e-05,2,0.0018086948948275,0.0142767787628738
"pop_Y65_74",0.00809490026118309,0.000435268238006415,3,0.00245676119134467,0.0534204954167044
"emp_Y15_24_NaceG_I",0.0030725460683272,5.05306069367821e-05,4,0.00252238499502104,0.0182014790430936
"emp_Y15_24_NaceO_Q",-0.00417697332074949,9.28092555466528e-05,4,0.00274832282259321,0.0246674960401015
"emp_TP",-0.012462718913559,0.000906794887972949,5,0.00293750171434348,0.0771052508108514
"emp_TF",-0.0115157289129825,0.000663430647188845,5,0.00316944325632459,0.0659518811645794
"unemp_YGE25",0.0130769123595178,0.000935579547478099,4,0.00328666105194087,0.0783194776395727
"pop_Y15_24",-0.0398518181074717,0.00759474941984585,5,0.00397175616748946,0.223144479636281
"GDP",-7.64908968997104e-06,2.72407219056637e-10,2,0.0045510566564411,4.22608987603336e-05
"emp_Y25_64_NaceJ",-0.0632469101305389,0.0315885657961666,7,0.00614275357942122,0.455086944569548
"emp_Y25_64_ED5_8",0.012205090426629,0.00078201652764422,3,0.00919757478934137,0.0716040172524282
"pop_Y25_64",-0.0431506427658088,0.0165950655120292,6,0.00966768922348276,0.329851837868101
"emp_Y25_64_NaceF",-0.138343412081716,0.0803764323109113,4,0.0116235552325443,0.725928396411949
"pop_Y0_14",-0.179476501252791,0.138529162117532,6,0.0117651558750566,0.953015636507168
"emp_Y15_24_ED5_8",0.0400168121288384,0.00657804486619483,3,0.0134105568420845,0.207671948761911
"emp_Y25_64_NaceG_I",-0.0434128000410331,0.0119739668249867,5,0.0192164947407518,0.28018730109303
"emp_Y25_64_ED3_4",-0.0169403817965453,0.00116837606125086,9,0.0193156177844342,0.087522708242927
"emp_Y25_64",-0.0683487740651356,0.0190327492537083,3,0.0220473423867909,0.353248385528184
"emp_Y25_64_NaceL",-0.625949287928153,1.56823599268983,9,0.0220551790519951,3.20652869839201
"emp_Y15_24_NaceR_U",-0.173146192078816,0.181841211051749,6,0.0274690645843933,1.09188168220617
"low_work",0.27552760677817,0.291450151387565,11,0.0376170540899609,1.38232946478864
"emp_Y15_24_NaceF",-0.485296052085048,0.865383276858563,22,0.0634052632737507,2.3819556543659
"emp_Y15_24_NaceM_N",5.18748602098271,6.3425974551682,12,0.782772047296091,6.44856374267607
"emp_Y15_24",-2.65155330362056,0.943136614518588,28,0.8434373689035,2.48666181446697
"(Intercept)",111.39623301457,1210.57583365338,100,1,89.0892745710594
