"","Estimate","Uncond. variance","Nb models","Importance","+/- (alpha=0.05)"
"emp_Y25_64_NaceM_N",-0.00297341800892981,0.00015921377017848,2,0.0115890112722316,0.0265128935309066
"unemp_Y15_24",0.00106119422431446,4.79387602999422e-05,2,0.0154676519789662,0.0145482318624302
"pop_Y65_74",0.00580943919578464,0.00165547508230862,3,0.0194460471066362,0.0854925239404227
"training",0.00354628556362881,0.000123721031971012,3,0.0243548261353271,0.0233716073515695
"emp_Y25_64_ED5_8",0.000752152517091895,3.00486155876295e-05,3,0.0246432007379744,0.0115180523591855
"emp_Y25_64",-0.00134745321882364,0.000121206329764061,4,0.0257742706526839,0.0231328672082636
"pop_Y0_14",-0.0123537115589053,0.00230963709189291,3,0.0268316145934005,0.100980772170454
"emp_Y25_64_ED3_4",0.0008019595375515,1.86157049361993e-05,5,0.0279936313243564,0.00906580885023105
"emp_Y15_24_ED3_4",0.00198692952345506,3.83823854852874e-05,5,0.0280665641937308,0.0130176561534078
"emp_Y25_64_NaceG_I",0.00294467339753978,0.000282404477496598,4,0.0291832405776986,0.0353103972575497
"GDP",5.47016638229738e-06,2.09100866116937e-10,5,0.029575946467704,3.0383984817769e-05
"emp_Y15_24_ED0_2",0.00128456650997096,4.09134915208688e-05,4,0.0307564812364208,0.0134400252990709
"emp_TP",0.00227669745695778,0.000195448326104929,3,0.0314600152345709,0.0293753325738605
"emp_Y15_24_NaceF",0.0129441764059081,0.00171543703842684,4,0.0320325520497736,0.0870270387098611
"emp_Y25_64_NaceA",0.00882427021544917,0.000745765713447234,3,0.0327937156200937,0.0573809878903609
"emp_Y15_24_NaceG_I",-0.0051031771811374,0.000245612564165356,5,0.0341864116244332,0.0329300283107789
"emp_Y25_64_NaceR_U",-0.0333121485808256,0.00642092707469316,6,0.0350641889296403,0.168370376586483
"unemp_YGE25",0.00805617690234393,0.000692477249813651,5,0.0358231194907381,0.0552929256041571
"emp_Y15_24_NaceB_E",-0.00638582690658319,0.000243568232352229,6,0.0383703255648895,0.0327926970358472
"low_work",0.0189592263724566,0.00226901044909906,5,0.0416127542137073,0.100088703227435
"rooms_pp",-0.144852557831513,0.16667259334008,6,0.0440261875931663,0.857825418799373
"emp_Y25_64_NaceO_Q",-0.0323830922628923,0.0058722625374417,4,0.060141515328657,0.16101619013832
"emp_Y25_64_NaceJ",0.359076169780595,0.547318085659816,13,0.101684167297188,1.55448563886991
"mat_depriv",-0.0918267100674141,0.0317457842009546,17,0.108007654118044,0.37437759010953
"ARPR_socexcl",0.116923441318622,0.0482986671183141,19,0.11187362316116,0.461779221721813
"emp_Y15_24_NaceR_U",-0.141710724321947,0.0792766383724763,18,0.116497085997954,0.591615341779615
"emp_Y15_24_NaceO_Q",0.153782608366246,0.062067801268673,25,0.28657685620596,0.523479880968441
"emp_YGE65",0.615141338769973,0.38778646054904,63,0.628993124406672,1.3084680886848
"(Intercept)",-14.2752628051937,94.6496867862958,100,1,20.4421422042082
"emp_Y25_64_NaceK",4.11205616096866,0.643646333198081,100,1,1.68573950387261
"emp_Y25_64_NaceL",11.3260776844503,9.92416371634605,100,1,6.61932606218872
