Sets to variables test for over-representation
76 variables tested, 35 have p < 0.05 
Selected set size: 16 
    Universe size: 276 
                 vars         pval         adjp       odds      exp obs size
1        earn_OC6_B-F 1.022462e-12 7.770711e-11 124.285714 2.492754  15   43
2        earn_OC1_P-S 7.128575e-11 2.331260e-09        Inf 4.057971  16   70
3         disp_income 9.202343e-11 2.331260e-09        Inf 4.115942  16   71
4        earn_OC2_P-S 1.515273e-10 2.879019e-09        Inf 4.231884  16   73
5        earn_OC1_B-F 2.457558e-10 3.735489e-09        Inf 4.347826  16   75
6    emp_Y15-24_ED0-2 3.345575e-10 4.237729e-09  71.666667 3.478261  15   60
7        earn_OC6_P-S 7.582591e-10 8.232527e-09  66.250000 3.652174  15   63
8  emp_Y15-24_NaceO-Q 2.344141e-09 1.736765e-08  38.500000 3.130435  14   54
9        earn_OC1_G-N 2.694602e-09 1.736765e-08  58.584906 3.942029  15   68
10   emp_Y25-64_ED3-4 3.427826e-09 1.736765e-08  57.222222 4.000000  15   69
11       earn_OC7_B-F 3.427826e-09 1.736765e-08  57.222222 4.000000  15   69
12       earn_OC8_B-F 3.427826e-09 1.736765e-08  57.222222 4.000000  15   69
13       earn_OC7_G-N 3.427826e-09 1.736765e-08  57.222222 4.000000  15   69
14       earn_OC3_P-S 3.427826e-09 1.736765e-08  57.222222 4.000000  15   69
15       earn_OC4_P-S 3.427826e-09 1.736765e-08  57.222222 4.000000  15   69
16 emp_Y15-24_NaceB-E 4.123311e-09 1.941687e-08  36.333333 3.246377  14   56
17       earn_OC3_G-N 4.343247e-09 1.941687e-08  55.909091 4.057971  15   70
18       earn_OC4_G-N 1.078377e-08 4.553146e-08  51.101695 4.289855  15   74
19       earn_OC4_B-F 1.341827e-08 5.367308e-08  50.000000 4.347826  15   75
20       earn_OC3_B-F 2.057235e-08 7.817493e-08  47.903226 4.463768  15   77
21       earn_OC2_B-F 4.661225e-08 1.686919e-07  44.090909 4.695652  15   81
22       earn_OC9_P-S 5.677924e-08 1.961465e-07  43.208955 4.753623  15   82
23       earn_OC2_G-N 6.897624e-08 2.279215e-07  42.352941 4.811594  15   83
24       earn_OC6_G-N 8.357197e-08 2.646446e-07  41.521739 4.869565  15   84
25       earn_OC9_B-F 6.958443e-07 2.034006e-06  33.148148 5.565217  15   96
26       earn_OC5_G-N 6.958443e-07 2.034006e-06  33.148148 5.565217  15   96
27       earn_OC9_G-N 8.189630e-07 2.305229e-06  32.560976 5.623188  15   97
28 emp_Y25-64_NaceB-E 1.411802e-06 3.832033e-06  16.151515 3.942029  13   68
29             emp_PT 1.716751e-06 4.208809e-06  15.785714 4.000000  13   69
30         emp_Y25-64 1.716751e-06 4.208809e-06  15.785714 4.000000  13   69
31                GDP 1.716751e-06 4.208809e-06  15.785714 4.000000  13   69
32   emp_Y15-24_NaceF 1.243884e-05 2.954225e-05  11.464646 2.492754  10   43
33         emp_Y15-24 2.054336e-05 4.731198e-05  10.684211 4.000000  12   69
34   emp_Y15-24_ED3-4 5.302194e-03 1.185196e-02   4.380145 3.942029   9   68
35          pop_YGE75 2.344415e-02 5.090729e-02   3.262295 4.000000   8   69
