Sets to variables test for over-representation
76 variables tested, 42 have p < 0.05 
Selected set size: 14 
    Universe size: 276 
                 vars         pval         adjp      odds      exp obs size
1    emp_Y25-64_ED0-2 1.266146e-09 1.924542e-08       Inf 3.500000  14   69
2  emp_Y25-64_NaceM_N 1.266146e-09 1.924542e-08       Inf 3.500000  14   69
3  emp_Y25-64_NaceR-U 1.266146e-09 1.924542e-08       Inf 3.500000  14   69
4                 GDP 1.266146e-09 1.924542e-08       Inf 3.500000  14   69
5            training 1.266146e-09 1.924542e-08       Inf 3.500000  14   69
6         disp_income 1.582683e-09 2.004731e-08       Inf 3.550725  14   70
7        earn_OC6_G-N 3.365161e-08 3.653604e-07 34.307692 2.586957  12   51
8              emp_PT 6.678921e-08 6.344975e-07 47.821429 3.500000  13   69
9        earn_OC6_P-S 6.247697e-07 5.275833e-06 24.230769 3.246377  12   64
10         pop_Y65-74 1.606006e-06 1.220565e-05 21.578947 3.500000  12   69
11       earn_OC2_P-S 1.921388e-06 1.327505e-05 21.103448 3.550725  12   70
12       earn_OC5_B-F 9.947065e-06 3.780014e-05 17.117647 4.057971  12   80
13       earn_OC3_P-S 9.947065e-06 3.780014e-05 17.117647 4.057971  12   80
14       earn_OC8_P-S 9.947065e-06 3.780014e-05 17.117647 4.057971  12   80
15       earn_OC1_P-S 1.157013e-05 3.780014e-05 16.782609 4.108696  12   81
16       earn_OC4_P-S 1.157013e-05 3.780014e-05 16.782609 4.108696  12   81
17       earn_OC5_P-S 1.157013e-05 3.780014e-05 16.782609 4.108696  12   81
18       earn_OC9_P-S 1.157013e-05 3.780014e-05 16.782609 4.108696  12   81
19       earn_OC2_B-F 1.342900e-05 3.780014e-05 16.457143 4.159420  12   82
20       earn_OC3_B-F 1.342900e-05 3.780014e-05 16.457143 4.159420  12   82
21       earn_OC4_B-F 1.342900e-05 3.780014e-05 16.457143 4.159420  12   82
22       earn_OC7_B-F 1.342900e-05 3.780014e-05 16.457143 4.159420  12   82
23       earn_OC9_B-F 1.342900e-05 3.780014e-05 16.457143 4.159420  12   82
24       earn_OC2_G-N 1.342900e-05 3.780014e-05 16.457143 4.159420  12   82
25       earn_OC3_G-N 1.342900e-05 3.780014e-05 16.457143 4.159420  12   82
26       earn_OC4_G-N 1.342900e-05 3.780014e-05 16.457143 4.159420  12   82
27       earn_OC7_P-S 1.342900e-05 3.780014e-05 16.457143 4.159420  12   82
28       earn_OC7_G-N 1.555372e-05 4.221723e-05 16.140845 4.210145  12   83
29       earn_OC8_G-N 1.797767e-05 4.711388e-05 15.833333 4.260870  12   84
30         emp_Y25-64 2.336735e-05 5.919729e-05 12.896552 3.500000  11   69
31       earn_OC1_G-N 6.082570e-05 1.491211e-04 13.407407 4.717391  12   93
32 emp_Y15-24_NaceG-I 1.503537e-04 3.570901e-04  9.196429 3.347826  10   66
33       earn_OC5_G-N 1.803416e-04 4.153322e-04 11.466667 5.173913  12  102
34       earn_OC1_B-F 2.020488e-04 4.265474e-04 11.274725 5.224638  12  103
35       earn_OC8_B-F 2.020488e-04 4.265474e-04 11.274725 5.224638  12  103
36       earn_OC9_G-N 2.020488e-04 4.265474e-04 11.274725 5.224638  12  103
37   emp_Y25-64_NaceK 8.791847e-04 1.805893e-03  6.774545 3.246377   9   64
38          pop_YGE75 1.630424e-03 3.177237e-03  6.060000 3.500000   9   69
39         emp_Y15-24 1.630424e-03 3.177237e-03  6.060000 3.500000   9   69
40 emp_Y25-64_NaceO-Q 8.585217e-03 1.631191e-02  4.393443 3.500000   8   69
41   emp_Y15-24_ED0-2 1.574689e-02 2.918935e-02  3.943396 3.043478   7   60
42 emp_Y25-64_NaceG-I 3.435320e-02 6.216294e-02  3.225806 3.500000   7   69
