Sets to variables test for over-representation
76 variables tested, 37 have p < 0.05 
Selected set size: 6 
    Universe size: 276 
                 vars         pval        adjp      odds        exp obs size
1    emp_Y25-64_NaceJ 9.552802e-05 0.001440490       Inf 1.32608696   6   61
2        earn_OC1_G-N 1.883078e-04 0.001440490       Inf 1.47826087   6   68
3    emp_Y25-64_ED5-8 2.062419e-04 0.001440490       Inf 1.50000000   6   69
4          emp_Y25-64 2.062419e-04 0.001440490       Inf 1.50000000   6   69
5  emp_Y25-64_NaceM_N 2.062419e-04 0.001440490       Inf 1.50000000   6   69
6            training 2.062419e-04 0.001440490       Inf 1.50000000   6   69
7        earn_OC7_B-F 2.062419e-04 0.001440490       Inf 1.50000000   6   69
8        earn_OC8_B-F 2.062419e-04 0.001440490       Inf 1.50000000   6   69
9        earn_OC7_G-N 2.062419e-04 0.001440490       Inf 1.50000000   6   69
10       earn_OC3_G-N 2.255771e-04 0.001440490       Inf 1.52173913   6   70
11       earn_OC7_P-S 2.255771e-04 0.001440490       Inf 1.52173913   6   70
12       earn_OC8_G-N 2.463996e-04 0.001440490       Inf 1.54347826   6   71
13       earn_OC5_P-S 2.463996e-04 0.001440490       Inf 1.54347826   6   71
14   emp_Y25-64_NaceL 3.107198e-04 0.001686764 32.500000 0.89130435   5   41
15       earn_OC9_P-S 6.024321e-04 0.003052323       Inf 1.78260870   6   82
16       earn_OC6_G-N 6.993268e-04 0.003321802       Inf 1.82608696   6   84
17       earn_OC5_B-F 1.146783e-03 0.005126793       Inf 1.97826087   6   91
18       earn_OC9_B-F 1.594930e-03 0.006379721       Inf 2.08695652   6   96
19       earn_OC5_G-N 1.594930e-03 0.006379721       Inf 2.08695652   6   96
20       earn_OC9_G-N 1.700090e-03 0.006460344       Inf 2.10869565   6   97
21       earn_OC6_P-S 2.692642e-03 0.009744800 18.275862 1.36956522   5   63
22          emp_YGE65 2.909901e-03 0.010052384 17.881356 1.39130435   5   64
23 emp_Y15-24_NaceR-U 3.065515e-03 0.010129528 14.875000 0.78260870   4   36
24          pop_Y0-14 4.208624e-03 0.012794216 16.093750 1.50000000   5   69
25 emp_Y25-64_NaceO-Q 4.208624e-03 0.012794216 16.093750 1.50000000   5   69
26 emp_Y15-24_NaceM_N 5.601106e-03 0.016372464 12.210526 0.91304348   4   42
27       earn_OC4_G-N 5.916971e-03 0.016655177 14.565217 1.60869565   5   74
28       earn_OC4_B-F 6.314867e-03 0.017140352 14.285714 1.63043478   5   75
29       expend_ED5-8 6.733088e-03 0.017645335 14.014085 1.65217391   5   76
30       earn_OC3_B-F 7.172337e-03 0.018169920 13.750000 1.67391304   5   77
31       earn_OC8_P-S 7.633326e-03 0.018713960 13.493151 1.69565217   5   78
32       unemp_Y15-24 2.894683e-02 0.068748721  6.852459 1.41304348   4   65
33 emp_Y15-24_NaceG-I 3.059597e-02 0.070463446  6.709677 1.43478261   4   66
34   emp_Y15-24_ED3-4 3.408147e-02 0.075830694  6.437500 1.47826087   4   68
35             emp_FT 3.591980e-02 0.075830694  6.307692 1.50000000   4   69
36                GDP 3.591980e-02 0.075830694  6.307692 1.50000000   4   69
37   emp_Y15-24_NaceL 4.308300e-02 0.088494819 53.800000 0.04347826   1    2
