"","mean","n","stdev"
"pop_Total",795116.2,5,854452.424765826
"pop_Y0-14",14.9712160611464,5,1.65673095871796
"pop_Y15-24",11.353695314624,5,1.88745952655139
"pop_Y25-64",54.6819605912676,5,1.58630110880787
"pop_Y65-74",9.40470077932959,5,1.82642709722751
"pop_YGE75",9.58842725363243,5,3.02386520974095
"ARPR",NA,0,NA
"low_work",NA,0,NA
"rooms_pp",NA,0,NA
"mat_depriv",NA,0,NA
"ARPR_socexcl",NA,0,NA
"emp_Y15-24_ED0-2",35.2418958106779,3,7.50787951067904
"emp_Y25-64_ED0-2",56.8074380471085,5,6.35851683575664
"emp_Y15-24_ED3-4",49.4744594668689,3,3.73046949115862
"emp_Y25-64_ED3-4",22.7722143241363,5,4.70443959160812
"emp_Y15-24_ED5-8",22.7941176470588,1,NA
"emp_Y25-64_ED5-8",20.4225832647936,5,2.10533524093216
"emp_TF",48.9160708479429,5,2.89619085033415
"emp_TP",8.08685962024536,5,1.98507276697274
"emp_Y15-24",21.6010397290303,5,5.06279655785426
"emp_Y25-64",69.7874845573547,5,2.70440132435353
"emp_YGE65",13.4594977576509,4,4.20924231312686
"emp_Y15-24_NaceA",NA,0,NA
"emp_Y25-64_NaceA",9.03558062848945,5,2.55336221067266
"emp_Y15-24_NaceB-E",26.8382352941176,1,NA
"emp_Y25-64_NaceB-E",11.3301635584684,5,7.25043384556652
"emp_Y15-24_NaceF",NA,0,NA
"emp_Y25-64_NaceF",6.35914256861556,5,0.807238875627463
"emp_Y15-24_NaceG-I",45.1860655970741,3,16.4904895065202
"emp_Y25-64_NaceG-I",27.6873393533,5,6.85027760242102
"emp_Y15-24_NaceJ",NA,0,NA
"emp_Y25-64_NaceJ",1.24077800134138,1,NA
"emp_Y15-24_NaceK",NA,0,NA
"emp_Y25-64_NaceK",1.60965794768612,1,NA
"emp_Y15-24_NaceL",NA,0,NA
"emp_Y25-64_NaceL",NA,0,NA
"emp_Y15-24_NaceM_N",NA,0,NA
"emp_Y25-64_NaceM_N",6.51241970912689,4,2.29639952809045
"emp_Y15-24_NaceO-Q",11.2132352941176,1,NA
"emp_Y25-64_NaceO-Q",29.5309732508791,5,3.93051661509013
"emp_Y15-24_NaceR-U",NA,0,NA
"emp_Y25-64_NaceR-U",6.5441732824601,5,1.71238075555108
"unemp_Y15-24",12.5566696004136,5,2.39845535146267
"unemp_YGE25",8.75331327519496,5,1.03985185691201
"GDP",19740,5,1059.71694333912
"GVAgr",0.5,5,0.212132034355964
"disp_income",12280,5,571.839138219832
"training",8.48,5,1.22759928315391
