Sets to variables test for over-representation
76 variables tested, 31 have p < 0.05 
Selected set size: 10 
    Universe size: 276 
                 vars         pval         adjp      odds      exp obs size
1            rooms_pp 1.164323e-06 8.848855e-05 35.407407 1.268116   8   35
2        earn_OC6_G-N 4.606576e-06 1.594704e-04       Inf 3.043478  10   84
3        earn_OC5_B-F 1.072282e-05 1.594704e-04       Inf 3.297101  10   91
4            training 1.347994e-05 1.594704e-04       Inf 3.369565  10   93
5        earn_OC9_B-F 1.881976e-05 1.594704e-04       Inf 3.478261  10   96
6        earn_OC5_G-N 1.881976e-05 1.594704e-04       Inf 3.478261  10   96
7        earn_OC7_B-F 2.098295e-05 1.594704e-04       Inf 3.514493  10   97
8        earn_OC3_G-N 2.098295e-05 1.594704e-04       Inf 3.514493  10   97
9        earn_OC7_G-N 2.098295e-05 1.594704e-04       Inf 3.514493  10   97
10       earn_OC9_G-N 2.098295e-05 1.594704e-04       Inf 3.514493  10   97
11       earn_OC8_B-F 6.460628e-05 4.247606e-04       Inf 3.913043  10  108
12       earn_OC5_P-S 7.113216e-05 4.247606e-04       Inf 3.949275  10  109
13       earn_OC7_P-S 7.824538e-05 4.247606e-04       Inf 3.985507  10  110
14       earn_OC8_P-S 7.824538e-05 4.247606e-04       Inf 3.985507  10  110
15       earn_OC4_B-F 1.625968e-04 7.723346e-04       Inf 4.275362  10  118
16       earn_OC8_G-N 1.625968e-04 7.723346e-04       Inf 4.275362  10  118
17         pop_Y65-74 2.787304e-04 1.132371e-03 19.843373 3.333333   9   92
18 emp_Y25-64_NaceO-Q 2.787304e-04 1.132371e-03 19.843373 3.333333   9   92
19       earn_OC6_P-S 2.830927e-04 1.132371e-03 13.733333 2.463768   8   68
20       expend_ED5-8 6.751798e-04 2.565683e-03 11.647059 2.753623   8   76
21       earn_OC1_B-F 2.256035e-03 8.164698e-03  9.135802 3.224638   8   89
22       earn_OC3_B-F 2.665984e-03 8.809340e-03  8.819277 3.297101   8   91
23       earn_OC4_G-N 2.665984e-03 8.809340e-03  8.819277 3.297101   8   91
24       earn_OC1_G-N 4.626740e-03 1.465134e-02  7.822222 3.550725   8   98
25       earn_OC9_P-S 6.665699e-03 2.026372e-02  7.200000 3.731884   8  103
26       unemp_Y15-24 1.182821e-02 3.457477e-02  5.523207 3.115942   7   86
27   emp_Y15-24_ED3-4 1.560787e-02 4.393328e-02  5.144578 3.260870   7   90
28 emp_Y15-24_NaceR-U 1.653641e-02 4.488453e-02  5.186047 1.739130   5   48
29   emp_Y25-64_ED5-8 1.782226e-02 4.670662e-02  4.968627 3.333333   7   92
30   emp_Y25-64_NaceL 2.969332e-02 7.522307e-02  4.320000 1.992754   5   55
31   emp_Y15-24_NaceF 3.448469e-02 8.454311e-02  4.115385 2.065217   5   57
