Sets to variables test for over-representation
76 variables tested, 42 have p < 0.05 
Selected set size: 12 
    Universe size: 276 
                 vars         pval         adjp       odds       exp obs size
1        earn_OC6_B-F 6.442191e-10 4.896065e-08 100.692308 1.6086957  11   37
2              emp_PT 2.754106e-08 6.455373e-07        Inf 3.0000000  12   69
3        earn_OC2_P-S 3.323921e-08 6.455373e-07        Inf 3.0434783  12   70
4        earn_OC6_G-N 3.397565e-08 6.455373e-07  61.600000 2.2173913  11   51
5        expend_ED5-8 1.578674e-07 9.367702e-07  50.787234 2.5217391  11   58
6        earn_OC5_B-F 1.882292e-07 9.367702e-07        Inf 3.4782609  12   80
7        earn_OC3_P-S 1.882292e-07 9.367702e-07        Inf 3.4782609  12   80
8        earn_OC8_P-S 1.882292e-07 9.367702e-07        Inf 3.4782609  12   80
9        earn_OC1_P-S 2.209647e-07 9.367702e-07        Inf 3.5217391  12   81
10       earn_OC4_P-S 2.209647e-07 9.367702e-07        Inf 3.5217391  12   81
11       earn_OC5_P-S 2.209647e-07 9.367702e-07        Inf 3.5217391  12   81
12       earn_OC9_P-S 2.209647e-07 9.367702e-07        Inf 3.5217391  12   81
13       earn_OC2_B-F 2.588444e-07 9.367702e-07        Inf 3.5652174  12   82
14       earn_OC3_B-F 2.588444e-07 9.367702e-07        Inf 3.5652174  12   82
15       earn_OC4_B-F 2.588444e-07 9.367702e-07        Inf 3.5652174  12   82
16       earn_OC7_B-F 2.588444e-07 9.367702e-07        Inf 3.5652174  12   82
17       earn_OC9_B-F 2.588444e-07 9.367702e-07        Inf 3.5652174  12   82
18       earn_OC2_G-N 2.588444e-07 9.367702e-07        Inf 3.5652174  12   82
19       earn_OC3_G-N 2.588444e-07 9.367702e-07        Inf 3.5652174  12   82
20       earn_OC4_G-N 2.588444e-07 9.367702e-07        Inf 3.5652174  12   82
21       earn_OC7_P-S 2.588444e-07 9.367702e-07        Inf 3.5652174  12   82
22       earn_OC7_G-N 3.025927e-07 1.045320e-06        Inf 3.6086957  12   83
23       earn_OC8_G-N 3.530249e-07 1.166517e-06        Inf 3.6521739  12   84
24       earn_OC6_P-S 5.027844e-07 1.592151e-06  43.792453 2.7826087  11   64
25       earn_OC1_G-N 1.301525e-06 3.956635e-06        Inf 4.0434783  12   93
26        disp_income 1.425906e-06 4.168032e-06  38.220339 3.0434783  11   70
27       earn_OC5_G-N 4.220915e-06 1.188109e-05        Inf 4.4347826  12  102
28       earn_OC1_B-F 4.777519e-06 1.210305e-05        Inf 4.4782609  12  103
29       earn_OC8_B-F 4.777519e-06 1.210305e-05        Inf 4.4782609  12  103
30       earn_OC9_G-N 4.777519e-06 1.210305e-05        Inf 4.4782609  12  103
31           rooms_pp 1.686649e-05 4.135011e-05  18.052632 1.1304348   7   26
32   emp_Y25-64_ED5-8 2.818244e-04 6.119615e-04  10.200000 3.0000000   9   69
33 emp_Y25-64_NaceO-Q 2.818244e-04 6.119615e-04  10.200000 3.0000000   9   69
34                GDP 2.818244e-04 6.119615e-04  10.200000 3.0000000   9   69
35           training 2.818244e-04 6.119615e-04  10.200000 3.0000000   9   69
36   emp_Y25-64_NaceJ 8.917367e-04 1.882555e-03   7.962264 2.6521739   8   61
37          pop_YGE75 2.222917e-03 4.331839e-03   6.655738 3.0000000   8   69
38   emp_Y25-64_ED0-2 2.222917e-03 4.331839e-03   6.655738 3.0000000   8   69
39 emp_Y25-64_NaceM_N 2.222917e-03 4.331839e-03   6.655738 3.0000000   8   69
40   emp_Y25-64_NaceK 7.881891e-03 1.497559e-02   5.084211 2.7826087   7   64
41           low_work 8.299089e-03 1.538368e-02   7.264706 0.9130435   4   21
42       unemp_Y15-24 8.660227e-03 1.567089e-02   4.972414 2.8260870   7   65
