Sets to variables test for over-representation
76 variables tested, 42 have p < 0.05 
Selected set size: 13 
    Universe size: 276 
                 vars         pval         adjp      odds      exp obs size
1        earn_OC6_B-F 5.480807e-13 4.165413e-11       Inf 1.742754  13   37
2        expend_ED5-8 4.854819e-10 1.844831e-08       Inf 2.731884  13   58
3  emp_Y25-64_NaceR-U 5.946365e-09 9.249901e-08       Inf 3.250000  13   69
4                 GDP 5.946365e-09 9.249901e-08       Inf 3.250000  13   69
5         disp_income 7.302553e-09 9.249901e-08       Inf 3.297101  13   70
6        earn_OC2_P-S 7.302553e-09 9.249901e-08       Inf 3.297101  13   70
7        earn_OC5_B-F 4.848328e-08 2.370958e-07       Inf 3.768116  13   80
8        earn_OC3_P-S 4.848328e-08 2.370958e-07       Inf 3.768116  13   80
9        earn_OC8_P-S 4.848328e-08 2.370958e-07       Inf 3.768116  13   80
10       earn_OC1_P-S 5.775214e-08 2.370958e-07       Inf 3.815217  13   81
11       earn_OC4_P-S 5.775214e-08 2.370958e-07       Inf 3.815217  13   81
12       earn_OC5_P-S 5.775214e-08 2.370958e-07       Inf 3.815217  13   81
13       earn_OC9_P-S 5.775214e-08 2.370958e-07       Inf 3.815217  13   81
14       earn_OC2_B-F 6.863298e-08 2.370958e-07       Inf 3.862319  13   82
15       earn_OC3_B-F 6.863298e-08 2.370958e-07       Inf 3.862319  13   82
16       earn_OC4_B-F 6.863298e-08 2.370958e-07       Inf 3.862319  13   82
17       earn_OC7_B-F 6.863298e-08 2.370958e-07       Inf 3.862319  13   82
18       earn_OC9_B-F 6.863298e-08 2.370958e-07       Inf 3.862319  13   82
19       earn_OC2_G-N 6.863298e-08 2.370958e-07       Inf 3.862319  13   82
20       earn_OC3_G-N 6.863298e-08 2.370958e-07       Inf 3.862319  13   82
21       earn_OC4_G-N 6.863298e-08 2.370958e-07       Inf 3.862319  13   82
22       earn_OC7_P-S 6.863298e-08 2.370958e-07       Inf 3.862319  13   82
23           rooms_pp 7.851619e-08 2.577005e-07 32.558824 1.224638   9   26
24       earn_OC7_G-N 8.137911e-08 2.577005e-07       Inf 3.909420  13   83
25       earn_OC8_G-N 9.627951e-08 2.926897e-07       Inf 3.956522  13   84
26   emp_Y25-64_NaceK 1.091387e-07 3.190209e-07 48.692308 3.014493  12   64
27 emp_Y25-64_NaceM_N 2.866774e-07 7.781243e-07 43.368421 3.250000  12   69
28           training 2.866774e-07 7.781243e-07 43.368421 3.250000  12   69
29       earn_OC1_G-N 3.993315e-07 1.046524e-06       Inf 4.380435  13   93
30       earn_OC5_G-N 1.438948e-06 3.645336e-06       Inf 4.804348  13  102
31       earn_OC1_B-F 1.646796e-06 3.792622e-06       Inf 4.851449  13  103
32       earn_OC8_B-F 1.646796e-06 3.792622e-06       Inf 4.851449  13  103
33       earn_OC9_G-N 1.646796e-06 3.792622e-06       Inf 4.851449  13  103
34 emp_Y15-24_NaceG-I 5.317564e-05 1.188632e-04 12.321429 3.108696  10   66
35   emp_Y25-64_ED5-8 8.248655e-05 1.741383e-04 11.525424 3.250000  10   69
36             emp_PT 8.248655e-05 1.741383e-04 11.525424 3.250000  10   69
37   emp_Y25-64_NaceJ 2.551624e-04 5.241174e-04  9.129808 2.873188   9   61
38       earn_OC6_G-N 5.026970e-04 1.005394e-03  8.186047 2.402174   8   51
39 emp_Y25-64_NaceO-Q 7.303345e-04 1.423216e-03  7.612500 3.250000   9   69
40       earn_OC6_P-S 2.703088e-03 5.135867e-03  5.914286 3.014493   8   64
41         emp_Y25-64 4.611050e-03 8.343804e-03  5.298361 3.250000   8   69
42 emp_Y25-64_NaceG-I 4.611050e-03 8.343804e-03  5.298361 3.250000   8   69
