"","x"
"pop_Total",39.0085787573835
"pop_Y0-14",9.99997400767938
"pop_Y15-24",11.1198335710479
"pop_Y25-64",19.0803194790066
"pop_Y65-74",6.30958236959716
"pop_YGE75",10.5678580376969
"ARPR",8.62227780369203
"low_work",12.6576599775595
"rooms_pp",15.1948148324367
"mat_depriv",9.1886410667264
"ARPR_socexcl",9.47099901487978
"emp_Y15-24_ED0-2",14.560124994788
"emp_Y25-64_ED0-2",24.2253874993527
"emp_Y15-24_ED3-4",13.7179257847592
"emp_Y25-64_ED3-4",25.5985642374724
"emp_Y15-24_ED5-8",11.9764275835413
"emp_Y25-64_ED5-8",11.1949956385151
"emp_TF",20.056227073518
"emp_TP",80.3176901737107
"emp_Y15-24",34.147978553492
"emp_Y25-64",29.4049093145657
"emp_YGE65",26.3851480023899
"emp_Y15-24_NaceA",8.12888935532837
"emp_Y25-64_NaceA",17.0228805578386
"emp_Y15-24_NaceB-E",14.4717979882151
"emp_Y25-64_NaceB-E",12.9675294421325
"emp_Y15-24_NaceF",8.2165270205851
"emp_Y25-64_NaceF",5.146277683874
"emp_Y15-24_NaceG-I",7.15279678991496
"emp_Y25-64_NaceG-I",7.98104394057443
"emp_Y15-24_NaceJ",3.40217630948129
"emp_Y25-64_NaceJ",13.3999673266842
"emp_Y15-24_NaceK",5.34408879750809
"emp_Y25-64_NaceK",12.177583738599
"emp_Y15-24_NaceL",2.23763153077435
"emp_Y25-64_NaceL",4.40734339576942
"emp_Y15-24_NaceM_N",3.95826464889108
"emp_Y25-64_NaceM_N",21.1802448741529
"emp_Y15-24_NaceO-Q",8.1403879811383
"emp_Y25-64_NaceO-Q",12.4904983870672
"emp_Y15-24_NaceR-U",7.04544434867209
"emp_Y25-64_NaceR-U",12.119476217527
"unemp_Y15-24",21.1081058869574
"unemp_YGE25",31.5568349304639
"GDP",74.7465626994256
"GVAgr",4.6721936990226
"disp_income",93.7999040430119
"training",90.6445320656597
