"","x"
"pop_Total",21259379043624.5
"pop_Y0-14",34.9668271097535
"pop_Y15-24",12.8215325607596
"pop_Y25-64",52.2272778268059
"pop_Y65-74",10.2719162168223
"pop_YGE75",23.5715854560973
"ARPR",272.621328108166
"low_work",146.32269914889
"rooms_pp",0.506874304560009
"mat_depriv",344.008934496876
"ARPR_socexcl",493.527397489765
"emp_Y15-24_ED0-2",976.370719181777
"emp_Y25-64_ED0-2",1133.8683640202
"emp_Y15-24_ED3-4",1019.24162624687
"emp_Y25-64_ED3-4",1492.61658606536
"emp_Y15-24_ED5-8",543.485085599495
"emp_Y25-64_ED5-8",597.287018326105
"emp_TF",320.742740053882
"emp_TP",540.404723293356
"emp_Y15-24",1958.59748878139
"emp_Y25-64",694.163775734692
"emp_YGE65",103.039541052144
"emp_Y15-24_NaceA",547.307615272719
"emp_Y25-64_NaceA",298.703155510595
"emp_Y15-24_NaceB-E",601.288003654516
"emp_Y25-64_NaceB-E",338.86554043128
"emp_Y15-24_NaceF",39.7507437621735
"emp_Y25-64_NaceF",8.8228444810093
"emp_Y15-24_NaceG-I",359.541034559224
"emp_Y25-64_NaceG-I",95.8740636849523
"emp_Y15-24_NaceJ",5.47303629792403
"emp_Y25-64_NaceJ",17.7727062263463
"emp_Y15-24_NaceK",6.95448571955528
"emp_Y25-64_NaceK",14.829526185848
"emp_Y15-24_NaceL",0.142321844411993
"emp_Y25-64_NaceL",0.645741310520168
"emp_Y15-24_NaceM_N",22.480741962673
"emp_Y25-64_NaceM_N",73.753900411671
"emp_Y15-24_NaceO-Q",176.803416275494
"emp_Y25-64_NaceO-Q",262.095333819933
"emp_Y15-24_NaceR-U",31.6403120868227
"emp_Y25-64_NaceR-U",19.4823399565443
"unemp_Y15-24",120.854013553067
"unemp_YGE25",136.910871357142
"GDP",1447018617.09025
"GVAgr",9.47607098199618
"disp_income",186660591.954564
"training",508.081437518463
