Sets to variables test for over-representation
76 variables tested, 27 have p < 0.05 
Selected set size: 10 
    Universe size: 276 
                 vars         pval         adjp      odds      exp obs size
1        earn_OC2_G-N 5.940784e-08 1.368908e-06       Inf 2.028986  10   56
2        earn_OC3_G-N 7.204781e-08 1.368908e-06       Inf 2.065217  10   57
3        earn_OC3_P-S 7.204781e-08 1.368908e-06       Inf 2.065217  10   57
4        earn_OC4_P-S 7.204781e-08 1.368908e-06       Inf 2.065217  10   57
5        earn_OC6_B-F 2.224202e-07 3.201149e-06 61.411765 1.557971   9   43
6        earn_OC8_B-F 2.527223e-07 3.201149e-06       Inf 2.318841  10   64
7        earn_OC7_G-N 5.673200e-07 6.159475e-06       Inf 2.500000  10   69
8        earn_OC2_P-S 1.036637e-06 9.848048e-06       Inf 2.644928  10   73
9        earn_OC2_B-F 2.009644e-06 1.388481e-05 44.200000 1.956522   9   54
10       earn_OC3_B-F 2.009644e-06 1.388481e-05 44.200000 1.956522   9   54
11       earn_OC4_B-F 2.009644e-06 1.388481e-05 44.200000 1.956522   9   54
12       earn_OC1_G-N 2.393287e-06 1.399153e-05 43.043478 1.992754   9   55
13       earn_OC4_G-N 2.393287e-06 1.399153e-05 43.043478 1.992754   9   55
14       earn_OC9_P-S 3.569237e-06 1.937586e-05       Inf 2.971014  10   82
15       earn_OC1_B-F 4.654215e-06 2.358135e-05 38.880000 2.137681   9   59
16       earn_OC7_B-F 7.422590e-06 3.525730e-05 36.169811 2.246377   9   62
17       earn_OC6_P-S 8.624149e-06 3.855502e-05 35.333333 2.282609   9   63
18       earn_OC1_P-S 2.301366e-05 9.716880e-05 30.245902 2.536232   9   70
19        disp_income 5.177718e-05 2.071087e-04 18.638298 1.992754   8   55
20   emp_Y25-64_ED3-4 5.993335e-05 2.277467e-04 18.166667 2.028986   8   56
21 emp_Y15-24_NaceO-Q 1.335840e-03 4.834467e-03  9.283784 1.557971   6   43
22   emp_Y15-24_ED0-2 2.501579e-03 8.641818e-03  8.000000 1.739130   6   48
23             emp_PT 5.881756e-03 1.943537e-02  6.480000 2.028986   6   56
24   emp_Y15-24_NaceF 2.369337e-02 7.502901e-02  5.244444 1.231884   4   34
25          pop_Total 3.202778e-02 9.361968e-02  4.215686 2.028986   5   56
26         emp_Y25-64 3.202778e-02 9.361968e-02  4.215686 2.028986   5   56
27                GDP 3.448469e-02 9.706801e-02  4.115385 2.065217   5   57
