Sets to variables test for over-representation
76 variables tested, 41 have p < 0.05 
Selected set size: 14 
    Universe size: 276 
                 vars         pval         adjp      odds      exp obs size
1                 GDP 4.753878e-11 3.156555e-09       Inf 2.840580  14   56
2         disp_income 8.306724e-11 3.156555e-09       Inf 2.942029  14   58
3  emp_Y25-64_NaceM_N 2.662172e-09 3.762712e-08 68.095238 2.789855  13   55
4  emp_Y25-64_NaceR-U 2.662172e-09 3.762712e-08 68.095238 2.789855  13   55
5            training 2.662172e-09 3.762712e-08 68.095238 2.789855  13   55
6    emp_Y25-64_ED0-2 3.452642e-09 3.762712e-08 66.209302 2.840580  13   56
7        earn_OC6_G-N 3.465656e-09 3.762712e-08 44.709677 2.181159  12   43
8        earn_OC6_P-S 6.396463e-09 6.076640e-08 41.636364 2.282609  12   45
9        earn_OC5_B-F 4.339328e-08 3.020362e-07 33.300000 2.637681  12   52
10       earn_OC8_P-S 4.339328e-08 3.020362e-07 33.300000 2.637681  12   52
11       earn_OC2_B-F 5.563824e-08 3.020362e-07 32.341463 2.688406  12   53
12       earn_OC1_G-N 5.563824e-08 3.020362e-07 32.341463 2.688406  12   53
13       earn_OC2_G-N 5.563824e-08 3.020362e-07 32.341463 2.688406  12   53
14       earn_OC3_G-N 5.563824e-08 3.020362e-07 32.341463 2.688406  12   53
15       earn_OC2_P-S 7.095163e-08 3.594883e-07 31.428571 2.739130  12   54
16         pop_Y65-74 1.136155e-07 5.079280e-07 29.727273 2.840580  12   56
17             emp_PT 1.136155e-07 5.079280e-07 29.727273 2.840580  12   56
18       earn_OC1_B-F 2.221681e-07 5.116599e-07 27.446809 2.992754  12   59
19       earn_OC3_B-F 2.221681e-07 5.116599e-07 27.446809 2.992754  12   59
20       earn_OC4_B-F 2.221681e-07 5.116599e-07 27.446809 2.992754  12   59
21       earn_OC7_B-F 2.221681e-07 5.116599e-07 27.446809 2.992754  12   59
22       earn_OC8_B-F 2.221681e-07 5.116599e-07 27.446809 2.992754  12   59
23       earn_OC9_B-F 2.221681e-07 5.116599e-07 27.446809 2.992754  12   59
24       earn_OC4_G-N 2.221681e-07 5.116599e-07 27.446809 2.992754  12   59
25       earn_OC5_G-N 2.221681e-07 5.116599e-07 27.446809 2.992754  12   59
26       earn_OC7_G-N 2.221681e-07 5.116599e-07 27.446809 2.992754  12   59
27       earn_OC9_G-N 2.221681e-07 5.116599e-07 27.446809 2.992754  12   59
28       earn_OC1_P-S 2.221681e-07 5.116599e-07 27.446809 2.992754  12   59
29       earn_OC3_P-S 2.221681e-07 5.116599e-07 27.446809 2.992754  12   59
30       earn_OC4_P-S 2.221681e-07 5.116599e-07 27.446809 2.992754  12   59
31       earn_OC5_P-S 2.221681e-07 5.116599e-07 27.446809 2.992754  12   59
32       earn_OC7_P-S 2.221681e-07 5.116599e-07 27.446809 2.992754  12   59
33       earn_OC9_P-S 2.221681e-07 5.116599e-07 27.446809 2.992754  12   59
34       earn_OC8_G-N 2.753896e-07 6.155768e-07 26.750000 3.043478  12   60
35 emp_Y15-24_NaceG-I 1.766371e-04 3.835548e-04  8.918182 2.688406   9   53
36         emp_Y25-64 2.844836e-04 6.005766e-04  8.234043 2.840580   9   56
37          pop_YGE75 1.994688e-03 4.097197e-03  5.944444 2.840580   8   56
38   emp_Y25-64_NaceK 6.756083e-03 1.351217e-02  4.822222 2.637681   7   52
39 emp_Y25-64_NaceG-I 1.053075e-02 2.000843e-02  4.346939 2.840580   7   56
40 emp_Y25-64_NaceO-Q 1.053075e-02 2.000843e-02  4.346939 2.840580   7   56
41   emp_Y15-24_ED5-8 3.683835e-02 6.828572e-02  3.603175 2.028986   5   40
