"","x"
"pop_Total",544992402205.901
"pop_Y0-14",3.49669179968879
"pop_Y15-24",1.15303277507159
"pop_Y25-64",2.73723287936922
"pop_Y65-74",1.62798670579493
"pop_YGE75",2.23049792796369
"ARPR",31.6182491813742
"low_work",11.5600118353868
"rooms_pp",0.0333583732444027
"mat_depriv",37.4384995559996
"ARPR_socexcl",52.1093283522033
"emp_Y15-24_ED0-2",67.0578528365166
"emp_Y25-64_ED0-2",46.8049629361139
"emp_Y15-24_ED3-4",74.2999810787184
"emp_Y25-64_ED3-4",58.3086056006375
"emp_Y15-24_ED5-8",45.3795659689356
"emp_Y25-64_ED5-8",53.353037161641
"emp_TF",15.9921773361544
"emp_TP",6.7283399475828
"emp_Y15-24",57.3561766097895
"emp_Y25-64",23.6070707890549
"emp_YGE65",3.90520989470329
"emp_Y15-24_NaceA",67.3287076928864
"emp_Y25-64_NaceA",17.5471568689971
"emp_Y15-24_NaceB-E",41.5489494908763
"emp_Y25-64_NaceB-E",26.1318504764894
"emp_Y15-24_NaceF",4.8379009358315
"emp_Y25-64_NaceF",1.71441282864621
"emp_Y15-24_NaceG-I",50.2657974383051
"emp_Y25-64_NaceG-I",12.0127221950932
"emp_Y15-24_NaceJ",1.60868685219858
"emp_Y25-64_NaceJ",1.32632459416184
"emp_Y15-24_NaceK",1.30134172224049
"emp_Y25-64_NaceK",1.21777246653974
"emp_Y15-24_NaceL",0.0636037892989207
"emp_Y25-64_NaceL",0.146514862250128
"emp_Y15-24_NaceM_N",5.67944388684851
"emp_Y25-64_NaceM_N",3.48220244146826
"emp_Y15-24_NaceO-Q",21.7192861919059
"emp_Y25-64_NaceO-Q",20.9835769316707
"emp_Y15-24_NaceR-U",4.49088950546976
"emp_Y25-64_NaceR-U",1.6075232631233
"unemp_Y15-24",5.72547883738553
"unemp_YGE25",4.33854889626375
"GDP",19358998.7931494
"GVAgr",2.02818453010168
"disp_income",1989987.02460262
"training",5.6052077929028
