Sets to variables test for over-representation
76 variables tested, 32 have p < 0.05 
Selected set size: 10 
    Universe size: 276 
                 vars         pval         adjp      odds      exp obs size
1        earn_OC6_B-F 2.224202e-07 7.186054e-06 61.411765 1.557971   9   43
2        earn_OC7_B-F 5.673200e-07 7.186054e-06       Inf 2.500000  10   69
3        earn_OC8_B-F 5.673200e-07 7.186054e-06       Inf 2.500000  10   69
4        earn_OC7_G-N 5.673200e-07 7.186054e-06       Inf 2.500000  10   69
5        earn_OC3_P-S 5.673200e-07 7.186054e-06       Inf 2.500000  10   69
6        earn_OC4_P-S 5.673200e-07 7.186054e-06       Inf 2.500000  10   69
7        earn_OC3_G-N 6.618734e-07 7.186054e-06       Inf 2.536232  10   70
8        earn_OC2_P-S 1.036637e-06 9.848048e-06       Inf 2.644928  10   73
9        earn_OC4_G-N 1.198611e-06 1.012160e-05       Inf 2.681159  10   74
10       earn_OC3_B-F 1.830256e-06 1.390994e-05       Inf 2.789855  10   77
11       earn_OC9_P-S 3.569237e-06 2.466019e-05       Inf 2.971014  10   82
12       earn_OC2_G-N 4.058174e-06 2.570177e-05       Inf 3.007246  10   83
13       earn_OC6_P-S 8.624149e-06 5.041810e-05 35.333333 2.282609   9   63
14       earn_OC1_G-N 1.758692e-05 8.939385e-05 31.576271 2.463768   9   68
15       earn_OC9_B-F 1.881976e-05 8.939385e-05       Inf 3.478261  10   96
16       earn_OC5_G-N 1.881976e-05 8.939385e-05       Inf 3.478261  10   96
17       earn_OC9_G-N 2.098295e-05 9.380612e-05       Inf 3.514493  10   97
18       earn_OC1_P-S 2.301366e-05 9.716880e-05 30.245902 2.536232   9   70
19        disp_income 2.624253e-05 1.049701e-04 29.612903 2.572464   9   71
20       earn_OC1_B-F 4.350204e-05 1.540522e-04 27.272727 2.717391   9   75
21       earn_OC4_B-F 4.350204e-05 1.540522e-04 27.272727 2.717391   9   75
22 emp_Y15-24_NaceO-Q 4.459407e-05 1.540522e-04 19.130435 1.956522   8   54
23       earn_OC2_B-F 8.801217e-05 2.908228e-04 24.250000 2.934783   9   81
24   emp_Y15-24_ED0-2 1.045767e-04 3.311595e-04 16.461538 2.173913   8   60
25       earn_OC6_G-N 1.225349e-04 3.725062e-04 22.920000 3.043478   9   84
26   emp_Y25-64_ED3-4 3.175783e-04 8.939241e-04 13.442623 2.500000   8   69
27             emp_PT 3.175783e-04 8.939241e-04 13.442623 2.500000   8   69
28 emp_Y15-24_NaceB-E 5.881756e-03 1.596477e-02  6.480000 2.028986   6   56
29   emp_Y15-24_NaceF 1.013803e-02 2.656863e-02  6.000000 1.557971   5   43
30          pop_Total 1.780142e-02 4.227836e-02  4.833333 2.500000   6   69
31         emp_Y25-64 1.780142e-02 4.227836e-02  4.833333 2.500000   6   69
32                GDP 1.780142e-02 4.227836e-02  4.833333 2.500000   6   69
