"","Estimate","Uncond. variance","Nb models","Importance","+/- (alpha=0.05)"
"emp_Y25_64_ED5_8",0.000153996383896645,5.50025523740689e-06,4,0.0323454105214144,0.00462052057176953
"pop_Total",-2.91148042962186e-09,1.6857675414032e-16,6,0.043611445676838,2.55798698395096e-08
"emp_PT",0.0753193811362472,0.0188275089751146,20,0.210538498454219,0.270331041870197
"emp_Y25_64_ED0_2",0.0144455117185046,0.000762953465930191,24,0.228170608192513,0.0544187437204163
"emp_Y25_64_NaceG_I",0.0499141863329254,0.0081810914100629,27,0.268573106635065,0.178198937049939
"emp_Y25_64_ED3_4",-0.0174441413027883,0.00089990349416633,34,0.308349979390466,0.0591013574042981
"pop_Y65_74",-0.542449416829388,0.456913070944936,54,0.530191939214455,1.33173028938779
"pop_YGE75",0.508316896585711,0.349247597870876,56,0.548985110942455,1.16430349309064
"pop_Y0_14",0.622439196028696,0.333862027339227,66,0.628056705333806,1.13836884044692
"pop_Y25_64",-0.27171225170535,0.312531245737601,65,0.647008955877565,1.10140288079106
"emp_Y25_64_NaceO_Q",0.181931745165975,0.0247923037185591,71,0.744525362463395,0.310211524741063
"pop_Y15_24",-1.02637682876261,0.467343087802364,80,0.812728208574909,1.34684431786054
"emp_Y25_64",0.634315233279549,0.041085564512477,94,0.93373156012229,0.399341197410447
"(Intercept)",34.4285600175483,3105.14777127885,100,0.999999999999999,109.78439752683
"emp_FT",-1.15332703944343,0.0504932140910884,100,0.999999999999999,0.442706597960925
"GDP",0.000211739527329979,1.39628262550155e-09,100,0.999999999999999,7.36183625621939e-05
