"","Estimate","Uncond. variance","Nb models","Importance","+/- (alpha=0.05)"
"pop_Total",-5.44560275375222e-08,1.23427848548744e-14,30,0.244324369030686,2.18899527796027e-07
"emp_Y25_64_NaceO_Q",0.0597932353605895,0.0104844460729597,36,0.340799173375861,0.201748814003559
"emp_FT",-0.120581083857277,0.0469103012193437,43,0.345177649216346,0.426748846674359
"emp_Y25_64_NaceG_I",0.0835934897634057,0.017430965974645,46,0.408078986807676,0.260135110402851
"pop_Y15_24",-0.712165906810092,0.824723568608644,65,0.551124197985827,1.78933825983321
"pop_Y65_74",-0.872995433745368,0.886046550960975,70,0.593586010238129,1.85466943541535
"pop_YGE75",1.28490160011849,0.873143510066206,69,0.734771922965062,1.84111561084084
"pop_Y0_14",0.831875856294955,0.777058596313915,80,0.828363265133991,1.73686126546141
"pop_Y25_64",0.0291762051741788,0.730774843341648,80,0.842027181275248,1.68434107442745
"(Intercept)",7.75518198046759,7278.99792929686,100,1,168.102450031334
"emp_Y25_64_ED0_2",-4.40190610993421,1.56076543831902,100,1,2.46154094954056
"emp_Y25_64_ED3_4",-4.12938457231948,1.53764381655069,100,1,2.44323993472724
"emp_Y25_64_ED5_8",-4.26946727053532,1.59533441065575,100,1,2.48865165772366
"emp_PT",1.28554778186501,0.0434458374454428,100,1,0.410688301134263
"emp_Y25_64",4.01462262067342,1.72926273763853,100,1,2.59100789863042
"GDP",0.000194408544654921,1.7968602591368e-09,100,1,8.35209445219998e-05
