"","Estimate","Uncond. variance","Nb models","Importance","+/- (alpha=0.05)"
"pop_YGE75",-0.04778277882586,0.0451900033007192,5,0.0429734194569149,0.43113193777805
"unemp_YGE25",0.0289521683330798,0.011251988070126,6,0.0474153525625495,0.215131319566231
"emp_Y15_24_ED3_4",0.00140498521624368,0.000453203976393164,8,0.0513838982424275,0.0431753498576429
"emp_Y25_64_NaceR_U",-0.0374117401956789,0.118289131302302,9,0.0592587056994395,0.697527654911533
"pop_Y15_24",-0.111702983632918,0.144943948838699,8,0.060854258511182,0.772127559692898
"emp_Y25_64_NaceG_I",0.000343503894571702,0.00523978897242608,11,0.0650978054491793,0.146806710604932
"training",-0.0438765756881196,0.0155608392607798,8,0.0666909041691639,0.252991259915706
"emp_Y15_24_NaceG_I",-0.00109654353104231,0.00161324295498388,13,0.0698703071555411,0.0814589669607667
"pop_Y0_14",-0.0842761757514608,0.0859615244844056,11,0.0708404564065855,0.594622124176314
"emp_Y25_64_NaceO_Q",-0.0330610559720025,0.00999107227312771,10,0.0767626150233152,0.202719282243198
"pop_Total",-1.92984906299803e-07,2.29873544324381e-13,9,0.0812398355328752,9.72374375592957e-07
"emp_Y25_64_ED5_8",12.9061223143909,662.583973377928,13,0.086671006295328,52.2046842116734
"emp_Y25_64_ED3_4",12.9524212073947,665.954282978587,16,0.0897767467327238,52.3372883647881
"pop_Y25_64",0.245900545900904,0.300360114335873,11,0.0983459200119501,1.11150172249746
"emp_TP",-0.225801630806981,0.238227476934983,16,0.109774047905349,0.989885437248375
"emp_Y25_64_ED0_2",12.9591501727115,664.932406399865,18,0.11022936079518,52.29711835401
"emp_Y25_64_NaceF",0.25246615496504,0.313690525138184,12,0.12258908583973,1.13589898167293
"GDP",-0.00159697476380884,1.06005160779195e-06,81,0.850189521150706,0.00208810586933103
"emp_TF",1.56352829988815,0.517476541991761,88,0.935540706435439,1.45892962530355
"emp_Y15_24",-2.0436963415975,0.645444398213675,90,0.949210538515908,1.6293651667327
"disp_income",0.0068533983530129,1.00945820053027e-05,91,0.957503535720803,0.00644366835359688
"(Intercept)",-1332.26478547256,6611118.38698924,100,1,5214.66575581478
"pop_Y65_74",12.2918925146082,6.81383214751448,100,1,5.29400960648175
"emp_Y25_64_NaceB_E",-2.23326049669778,0.303535892324497,100,1,1.11736235606793
"emp_Y25_64_NaceM_N",-7.65807008091522,5.45316910029889,100,1,4.73601961216632
