"","Estimate","Uncond. variance","Nb models","Importance","+/- (alpha=0.05)"
"emp_Y25_64_NaceG_I",0.0130172654602824,0.00239606330062307,23,0.159390056184009,0.0964857288711431
"emp_PT",-0.00881167938517814,0.00129849564623546,22,0.160245618004307,0.0710287525148632
"emp_FT",-0.00487667667694822,0.00155211693647506,22,0.160811073988196,0.0776562039520838
"pop_Total",-5.75684936725099e-08,1.60041519568534e-14,29,0.234784083185368,2.49361999362916e-07
"pop_Y65_74",0.1093350135712,0.132586665575083,38,0.340006706384388,0.717734566512803
"pop_Y15_24",-0.178524543597744,0.120907964429916,39,0.342994582138215,0.685395727804661
"pop_YGE75",0.074399025402567,0.103192481444115,39,0.367402170307814,0.63319571359427
"pop_Y0_14",0.462838231707297,0.228863896105557,61,0.642403161849137,0.942980217188048
"pop_Y25_64",-0.921353812985375,0.246323879066753,82,0.844890377084864,0.978289057567294
"emp_Y25_64_NaceO_Q",0.444984908119534,0.0324586626492734,98,0.989404304117747,0.355123366758661
"(Intercept)",55.0281164680086,1715.51503657051,100,1,81.6415427431472
"emp_Y25_64_ED0_2",-5.47484725690327,1.94722172568523,100,1,2.75056328405
"emp_Y25_64_ED3_4",-5.45008866924226,1.92575621539174,100,1,2.7353606334735
"emp_Y25_64_ED5_8",-5.3052259557157,2.00630496280415,100,1,2.79198070100678
"emp_Y25_64",5.22311980423831,1.94718265726194,100,1,2.7505356907081
"GDP",0.000219769702025655,2.399641143095e-09,100,1,9.65577390651327e-05
