"","Estimate","Uncond. variance","Nb models","Importance","+/- (alpha=0.05)"
"pop_Total",-2.44460213353625e-08,4.31093159450319e-15,25,0.186654849946158,1.29324552732622e-07
"pop_Y15_24",-0.31538887078153,0.243914763600554,42,0.365682710935123,0.972779619651552
"pop_Y65_74",-0.292399628740449,0.212621111476708,42,0.370850790211732,0.90823578918242
"pop_Y25_64",-0.100006715834153,0.126349677609615,44,0.432671980011405,0.700136127890843
"emp_PT",0.247516867063729,0.076810422085426,64,0.558725593255334,0.54589044804778
"emp_Y25_64_NaceG_I",0.17499052655654,0.0250724607880393,64,0.71317589484238,0.311884577495284
"pop_YGE75",0.914830628888464,0.266434456051824,80,0.813257437838052,1.01669482608491
"emp_Y25_64",2.68244265996491,3.03632659353762,78,0.824812764299255,3.43217687608074
"emp_Y25_64_ED0_2",-2.52525597477527,2.51486267162561,80,0.840682544169443,3.12357944768313
"pop_Y0_14",0.733848024396659,0.184724338845491,84,0.843899373936347,0.846559484473951
"emp_FT",-0.570177163228734,0.103935019001855,82,0.85960415672787,0.63500386577315
"emp_Y25_64_ED3_4",-2.54051356560562,2.5018104824285,84,0.867126794261194,3.11546318216991
"emp_Y25_64_ED5_8",-2.45470335898963,2.57888977926227,92,0.944372439858235,3.16309189821259
"(Intercept)",5.20065071541222,1439.56143712198,100,1,74.7326739097376
"emp_Y25_64_NaceO_Q",0.361421847212675,0.0154005330416914,100,1,0.244434946096839
"GDP",0.000196969442238754,1.50040748860029e-09,100,1,7.62956945331376e-05
