"","Estimate","Uncond. variance","Nb models","Importance","+/- (alpha=0.05)"
"pop_Total",1.53446121250832e-10,5.70006140970839e-18,14,0.106590203296358,4.70074290574957e-09
"GDP",1.76364646400783e-07,4.58937765619846e-13,19,0.141472903982367,1.33383967227652e-06
"emp_Y25_64_NaceO_Q",-0.00281281004367742,3.13785826323208e-05,28,0.262522753445315,0.0110291842846051
"pop_Y65_74",-0.031478249822897,0.00258898584670971,40,0.326802061981204,0.100182431964982
"pop_Y15_24",-0.0336216735569754,0.00265833378055879,43,0.357166913203648,0.101515296410659
"pop_Y25_64",-0.0214520881905112,0.00195755133690222,47,0.396740249858181,0.0871130685799526
"emp_Y25_64_NaceG_I",0.00706389560987481,0.000119592695606213,43,0.413650018547223,0.0215317366530653
"emp_PT",-0.0107430872426844,0.00023315465335666,48,0.422956952484655,0.030064139354368
"emp_FT",0.0236249229680135,0.000342629368700814,65,0.682197658355709,0.0364450898314122
"pop_YGE75",0.101066345896741,0.00260691003172472,78,0.81131627152887,0.100528627592587
"pop_Y0_14",0.105785113576574,0.00236172632472425,81,0.83026974818522,0.0956844835680445
"(Intercept)",1.04656290618482,20.4673383187114,100,1,8.90753251228623
"emp_Y25_64_ED0_2",-0.726460943639084,0.00767706229185111,100,1,0.172513967897435
"emp_Y25_64_ED3_4",-0.727627550958781,0.00760066225477416,100,1,0.171653415491136
"emp_Y25_64_ED5_8",-0.71682972039371,0.00785460000019087,100,1,0.174497322954456
"emp_Y25_64",0.696445847941899,0.00834411463163746,100,1,0.179852658980987
