"","Estimate","Uncond. variance","Nb models","Importance","+/- (alpha=0.05)"
"emp_Y25_64_ED0_2",0.000131401548181247,2.99740550546695e-05,7,0.0537498591942818,0.0108990086244067
"emp_Y25_64_ED5_8",0.00283978734227999,0.000165909659652388,9,0.0676782928072179,0.025641892912095
"emp_Y25_64_ED3_4",-0.00197256870983008,0.000105453873353796,11,0.0835520446112609,0.0204430416747034
"pop_Y15_24",-0.130695167960853,0.0780878468023342,14,0.11582015221804,0.556296041739696
"pop_Y65_74",-0.148770752658259,0.105036085279042,14,0.121915059566699,0.645183882257282
"pop_Y25_64",-0.0728231212636813,0.0443327332982997,15,0.127896272901159,0.419156784438159
"emp_Y25_64_NaceG_I",-0.0689091037658247,0.0204114959444664,23,0.195159208452302,0.284414453915476
"emp_Y25_64_NaceO_Q",0.113195483125082,0.0403143276757927,30,0.276099538726039,0.399709027170591
"training",0.0643110108024216,0.0128284919336958,33,0.296949738383588,0.225476896574846
"emp_PT",0.158227362486895,0.0552641816504153,40,0.391989278080888,0.467989509081719
"emp_Y25_64",0.125904216034835,0.0617411243652134,47,0.48706303175524,0.494653985929218
"pop_Total",-2.74679394728443e-07,5.31979254172197e-14,74,0.751682333605583,4.59157406375053e-07
"emp_FT",-0.518976233274971,0.0988814000972923,88,0.886264225478714,0.625995987478473
"pop_Y0_14",1.52006997967132,0.398174821987723,92,0.933608988653954,1.25617788445395
"pop_YGE75",1.8045586777839,0.515248233792276,93,0.939912156541807,1.42896799466802
"(Intercept)",-12.0691607451287,872.258043234237,100,1,58.7945048650672
"GDP",0.000449365485103001,8.25821515131287e-09,100,1,0.000180907820967857
