"","Estimate","Uncond. variance","Nb models","Importance","+/- (alpha=0.05)"
"emp_Y25_64_NaceG_I",0.0511462035501832,0.0139105892096713,11,0.0963032493825559,0.234864085946509
"training",0.0221089573936412,0.00282317978684489,13,0.0966839729909342,0.105806687268978
"pop_Y65_74",-0.146170416102347,0.12092040868068,13,0.107507200829575,0.692458343259968
"emp_PT",0.16459845403235,0.0989163977796376,24,0.182437837237343,0.626293631187676
"emp_Y25_64_ED0_2",0.0434774842507295,0.0174354224765327,21,0.189750264367486,0.26294207557498
"pop_Y25_64",-0.15714272078011,0.227067477310546,26,0.242144195041973,0.94890190102249
"pop_Y15_24",-0.561228325614824,0.904910311024105,30,0.261203822946347,1.8942906585128
"emp_Y25_64_ED3_4",-0.0375970100966234,0.0266682340948893,38,0.367749898821602,0.325192842760564
"pop_Y0_14",0.867979315185414,1.13093137841161,48,0.515781106006387,2.1176880025474
"emp_Y25_64_ED5_8",0.252910662715214,0.0910568364286661,53,0.536629536255692,0.600897127576651
"emp_Y25_64",1.1946677748803,0.592805656697205,76,0.799991309019816,1.53320426523322
"pop_YGE75",2.53346841303386,1.87227635746339,84,0.84764850305006,2.72476358021033
"emp_Y25_64_NaceO_Q",-1.58433326182044,0.425336128015749,97,0.970809358452382,1.29870342475199
"emp_FT",-2.10599640705643,0.525015250877593,97,0.983025616961208,1.44287865491788
"pop_Total",-1.01202178889605e-06,1.1493917967753e-13,99,0.991861185482002,6.75115215088997e-07
"(Intercept)",38.3280260725275,3161.92510430712,100,1,111.974630634619
"GDP",0.000461060725699895,2.53027847551674e-08,100,1,0.00031675830453548
