"","Estimate","Uncond. variance","Nb models","Importance","+/- (alpha=0.05)"
"emp_Y25_64_NaceG_I",-0.00372520190702435,0.00019730916700977,3,0.0304017865823981,0.0279333663687754
"pop_Y15_24",-0.0394541460104743,0.0147018727384105,10,0.0825839980034442,0.241121521565132
"pop_Y65_74",-0.218624236399245,0.186235236674134,20,0.16096720706287,0.858184316757858
"emp_PT",0.0420437969646619,0.0105466871438821,19,0.165413291145328,0.204224422967474
"training",0.052301558954575,0.00966229849869234,26,0.204634473776895,0.19547439201613
"emp_Y25_64_ED0_2",-1.11737362257043,3.66695192626548,25,0.2255554191446,3.8080465988266
"emp_Y25_64_ED3_4",-1.11196154117863,3.63255172028622,25,0.225959172376582,3.79014259211774
"pop_Y25_64",-0.218249272266923,0.142866450931171,29,0.246512388282382,0.751648463577277
"emp_Y25_64",1.06638537261258,3.52395546216585,38,0.358573244514606,3.73305897888476
"emp_Y25_64_ED5_8",-1.03477875168762,3.67644786980814,54,0.5050268111749,3.81297407208773
"pop_Y0_14",0.956336773956358,0.552235627464453,66,0.716881042313283,1.47778705122214
"pop_Total",-2.77548481840139e-07,5.81814236201401e-14,72,0.730156530784003,4.79669183305043e-07
"emp_Y25_64_NaceO_Q",0.40893596297176,0.0973196157022864,71,0.753456637935025,0.620368643972718
"emp_FT",-0.350996035596037,0.060405239383138,75,0.774505858059491,0.48875020308084
"pop_YGE75",1.29640638273362,0.662427482089756,80,0.820692185913656,1.61852278202683
"(Intercept)",4.32720219981018,1498.89283789282,100,0.999999999999999,76.9901096572674
"GDP",0.000433423747463669,8.38988364611595e-09,100,0.999999999999999,0.000182149345445055
