"","Estimate","Uncond. variance","Nb models","Importance","+/- (alpha=0.05)"
"emp_Y25_64_NaceG_I",-0.00318839854960968,0.000578291240288461,7,0.0550637596214095,0.0478688335786501
"emp_Y25_64_ED5_8",-0.00327560134276406,0.000250089329822598,9,0.0667646836914494,0.0314794488194659
"pop_Y15_24",0.042976410275699,0.0170503318438172,11,0.090518065992102,0.259923745268923
"emp_PT",0.00200569329592949,0.00115243855949865,12,0.107676010002524,0.0675753694380629
"pop_Y65_74",-0.151619505904721,0.118097109389915,16,0.137915663342455,0.684067837807638
"emp_Y25_64_ED0_2",-0.0172241835677805,0.00142915750013447,18,0.153404727482509,0.0752522664613022
"emp_Y25_64_ED3_4",0.0105173672084607,0.000914621486988472,20,0.155185872224576,0.0602005193860417
"training",-0.0474174355336834,0.00865347285679349,26,0.227411925766483,0.185171760718281
"pop_Y25_64",-0.180516135244164,0.111648413612536,28,0.249501190969273,0.665128897111233
"emp_Y25_64_NaceO_Q",-0.0979193901437965,0.0323467246303083,26,0.260850202966564,0.358009617752174
"emp_FT",-0.202540477372892,0.0579890520078255,48,0.510268674027178,0.479349791439459
"emp_Y25_64",-0.177353393644852,0.0434389568926829,54,0.523942294361996,0.414876878823647
"pop_Y0_14",1.03149351022768,0.533803266804935,77,0.79025517858521,1.45435407414098
"(Intercept)",0.27444280915971,1219.88855615597,100,1,69.5247789644277
"pop_Total",-6.85396143437369e-07,4.85361943846368e-14,100,1,4.38543217748807e-07
"pop_YGE75",2.87148660483986,0.573610977665627,100,1,1.50760741675272
"GDP",0.000582381493203309,9.74157987467262e-09,100,1,0.000196469091143478
