"","Estimate","Uncond. variance","Nb models","Importance","+/- (alpha=0.05)"
"emp_Y25_64_ED3_4",0.0010100467079706,3.31074570536123e-05,7,0.0561243606063145,0.0114546359320475
"emp_PT",0.00560829081238372,0.00052848929399332,7,0.0598641255152347,0.0457653170233009
"emp_Y25_64_ED5_8",0.00437176503438494,0.000179904396534696,7,0.0604954549872046,0.0267017217900631
"training",0.00495638639066133,0.000294313494413906,8,0.0633826286661143,0.03415257594624
"emp_FT",0.00381963326877831,0.000334738017787709,8,0.070352163961447,0.0364225961299074
"emp_Y25_64_ED0_2",-0.0059668789671508,0.000230046502885841,9,0.0829620736554265,0.0301943855333449
"emp_Y25_64",0.0331763760448559,0.00458258610662855,19,0.163683181217493,0.134763938623567
"pop_Y15_24",-0.118631773791071,0.122208424748486,24,0.209835589525009,0.695935436896319
"emp_Y25_64_NaceG_I",-0.161901362967557,0.0714476025049712,32,0.322794648848218,0.532123217357431
"pop_Y65_74",-0.68172702054729,0.964790050709202,43,0.384934913034603,1.95539628742279
"pop_Y25_64",-0.513513566003324,0.509388199659497,47,0.417607631294325,1.42083228937709
"pop_YGE75",0.645268617199373,0.552156345505132,52,0.561095461707223,1.479276683631
"pop_Y0_14",1.09582617606596,0.797129446105771,66,0.689434344205468,1.77739029447608
"pop_Total",-3.1312020620407e-07,6.68916575449579e-14,71,0.747804547805646,5.14878025599375e-07
"emp_Y25_64_NaceO_Q",0.571892626867644,0.0915804811234514,87,0.886388448352634,0.602448376794043
"(Intercept)",10.7316531580921,4326.9434194448,100,1,130.951050376046
"GDP",0.000272808656086874,6.92393634467433e-09,100,1,0.000165651324012153
